ID,Exercise,Calories Burn,Dream Weight,Actual Weight,Age,Gender,Duration,Heart Rate,BMI,Weather Conditions,Exercise Intensity,Image,Video,Description
3587,Squats,439.1421004,76.39511051,75.999194,40,Male,57,140,27.39874955,Sunny,7,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN331zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV421zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3592,Squats,421.3748791,98.56613969,94.30706229,48,Male,31,111,29.08839849,Cloudy,4,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN332zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV422zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3596,Squats,248.6799691,79.61251423,75.99674883,44,Male,54,153,31.93437748,Cloudy,6,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN333zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV423zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3612,Squats,440.4014256,94.05245893,97.7289024,57,Female,41,135,20.02187315,Cloudy,1,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN334zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV424zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3614,Squats,306.5385585,79.3714274,83.81354049,34,Male,40,131,25.54507465,Cloudy,8,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN335zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV425zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3642,Squats,357.577653,74.82987584,71.1336658,53,Female,36,147,30.84228012,Sunny,1,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN336zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV426zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3645,Squats,372.4195874,73.39936961,73.53610645,31,Male,55,114,29.6143498,Cloudy,4,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN337zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV427zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3648,Squats,285.7432045,72.31341883,68.99954046,20,Female,60,134,34.98385263,Sunny,3,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN338zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV428zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3649,Squats,237.0374907,68.24073499,63.87803564,33,Female,40,102,28.56725388,Rainy,5,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN339zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV429zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3652,Squats,221.0866047,76.37392496,78.2391612,43,Female,35,116,21.60965728,Cloudy,5,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN340zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV430zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3654,Squats,236.0906076,91.94854409,87.90846659,60,Female,43,120,20.98297147,Cloudy,10,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN341zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV431zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3675,Squats,275.2661775,78.18922754,73.52298852,51,Male,38,125,23.5067176,Cloudy,9,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN342zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV432zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3697,Squats,406.1172486,99.19117124,99.1269746,42,Male,59,126,21.93152845,Rainy,3,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN343zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV433zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3701,Squats,346.1359928,88.14998538,86.51820874,29,Male,39,161,25.9282997,Cloudy,10,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN344zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV434zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3732,Squats,473.8258696,64.70457082,62.02898862,49,Female,29,106,32.74504671,Rainy,4,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN345zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV435zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3744,Squats,364.5966001,60.58282675,64.6908126,31,Female,35,142,23.16522298,Rainy,7,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN346zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV436zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3745,Squats,130.1887728,75.71836104,74.79267435,32,Female,40,152,33.51897763,Cloudy,7,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN347zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV437zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3773,Squats,257.1846251,56.82084136,59.95630589,53,Female,57,133,27.2280557,Sunny,10,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN348zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV438zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3788,Squats,470.5876562,54.59359383,58.23532883,52,Male,36,136,21.66246753,Sunny,3,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN349zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV439zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3813,Squats,171.9915578,68.6157866,66.80564782,47,Female,26,126,19.2348604,Rainy,7,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN350zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV440zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3838,Squats,238.6176024,58.775397,60.79337969,34,Female,48,131,25.65887687,Sunny,6,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN351zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV441zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
3851,Squats,485.9832702,87.6125941,83.21824965,55,Female,38,112,33.37051592,Rainy,7,https://as1.ftcdn.net/v2/jpg/04/37/32/50/1000_F_437325084_Ug4x7sOUEtfr56qy2nCfTN352zYKLZbbuw.jpg,https://youtu.be/UYbsgiiZgao?si=F2cJ0oPig0FV441zg,"The squat is a fundamental lower-body exercise that primarily targets the quadriceps, hamstrings, glutes, and core muscles. It involves lowering the hips from a standing position to a seated-like posture and then returning to standing, mimicking a natural sitting movement. Squats improve leg strength, balance, and mobility, and can be performed with body weight, dumbbells, or a barbell for added resistance. They are versatile and can be modified to suit various fitness levels, making them a staple in strength and conditioning programs."
40,Plank,280.5911131,99.79883357,99.0966335,57,Female,27,150,32.25019059,Cloudy,4,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt532Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
41,Plank,240.9247871,98.84875202,100.8967673,41,Female,53,162,27.39231586,Cloudy,5,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt533Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
50,Plank,379.3709879,84.14863746,88.76687023,36,Male,54,137,29.99401277,Cloudy,2,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt534Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
67,Plank,127.9066818,78.8011706,78.62363525,52,Male,52,172,21.65583392,Cloudy,2,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt535Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
74,Plank,233.3392462,55.8392404,52.15090762,58,Male,30,153,24.9464804,Cloudy,6,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt536Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
86,Plank,218.439501,91.59064132,88.75571394,25,Female,55,156,21.63796084,Rainy,2,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt537Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
97,Plank,408.4146909,87.41431198,87.5055916,34,Female,23,154,21.47705405,Sunny,7,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt538Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
100,Plank,366.0372045,79.75710513,75.32676972,37,Male,38,115,34.25747047,Cloudy,10,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt539Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
102,Plank,377.2902571,50.70619304,50.5837702,27,Male,50,166,21.55475318,Sunny,8,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt540Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
107,Plank,399.4897422,81.84193836,80.84973657,28,Male,28,151,27.61331775,Rainy,7,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt541Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
129,Plank,115.8819824,95.96800941,99.24127998,18,Female,50,144,31.96373669,Sunny,4,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt542Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
145,Plank,414.4423123,96.5655895,97.80677203,44,Female,31,121,27.51271829,Cloudy,3,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt543Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
152,Plank,233.122857,94.29167377,90.220902,38,Female,22,105,21.34916053,Cloudy,8,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt544Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
161,Plank,485.0860445,72.31580813,69.31447707,60,Male,37,133,30.15399805,Sunny,3,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt545Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
184,Plank,370.6934327,81.27285503,78.20786746,25,Female,31,144,31.51282138,Rainy,9,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt546Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
193,Plank,452.3517684,94.86783143,93.46029553,28,Female,23,141,28.69268691,Rainy,4,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt547Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
219,Plank,114.0978791,51.5847937,47.25295118,44,Male,57,180,22.89634691,Rainy,7,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt548Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
220,Plank,323.1393326,53.36734089,51.0539001,38,Male,29,120,29.2261896,Rainy,10,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt549Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
222,Plank,433.6218435,92.99259898,88.015325,50,Female,53,119,28.98058516,Sunny,6,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt550Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
223,Plank,131.4758952,73.66603495,77.49636925,25,Female,49,173,24.50330969,Sunny,6,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt551Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
224,Plank,238.3390773,88.4643151,91.84575014,25,Male,26,102,24.95522302,Sunny,6,https://as2.ftcdn.net/v2/jpg/03/23/19/35/1000_F_323193561_qS8XLJG3CDXRCJDa3mJ8DDgueGt552Tj.jpg,https://youtu.be/xhk1JkbF2lg?si=dIXhG-3cs_Tx-cD9,"The plank is an isometric core exercise that strengthens the abdominal muscles, lower back, shoulders, and glutes. It involves holding your body in a straight line, similar to a push-up position, while resting on your forearms or hands and toes. The goal is to maintain a neutral spine and engage the core muscles to support the body. Planks improve core stability, posture, and overall endurance, and can be modified to target different muscle groups or accommodate various fitness levels."
